group1,group2,Diff,Lower,Upper,q-value,p-value
"(9, 1)","(29, 1)",2.8840000000000003,-9.013879680374618,14.781879680374619,1.4612451382250946,0.9
"(9, 1)","(29, 0)",0.0,-inf,inf,0.0,0.9
"(9, 1)","(34, 1)",0.0,-inf,inf,0.0,0.9
"(9, 1)","(34, 0)",3.484,-8.413879680374619,15.381879680374619,1.7652489811290668,0.9
"(9, 1)","(32, 1)",4.054,-7.843879680374618,15.951879680374619,2.0540526318878407,0.9
"(9, 1)","(32, 0)",0.0,-inf,inf,0.0,0.9
"(9, 1)","(19, 1)",0.38900000000000023,-8.698155707465617,9.476155707465615,0.25805901039412066,0.9
"(9, 1)","(19, 0)",4.884,-7.013879680374618,16.78187968037462,2.474591281238336,0.9
"(9, 1)","(26, 1)",2.834,-9.063879680374619,14.731879680374618,1.4359114846497634,0.9
"(9, 1)","(26, 0)",0.0,-inf,inf,0.0,0.9
"(9, 1)","(18, 1)",1.3340000000000005,-7.753155707465615,10.421155707465616,0.8849632901433339,0.9
"(9, 1)","(18, 0)",0.2909999999999995,-8.796155707465616,9.378155707465616,0.19304671471642398,0.9
"(9, 1)","(42, 1)",0.08400000000000052,-11.813879680374619,11.981879680374618,0.04256053800655641,0.9
"(9, 1)","(42, 0)",0.0,-inf,inf,0.0,0.9
"(9, 1)","(22, 1)",0.49099999999999966,-8.596155707465616,9.578155707465616,0.325724869160702,0.9
"(9, 1)","(22, 0)",0.0,-inf,inf,0.0,0.9
"(9, 1)","(36, 1)",0.0,-inf,inf,0.0,0.9
"(9, 1)","(36, 0)",1.016,-10.881879680374619,12.913879680374619,0.5147798406507267,0.9
"(9, 1)","(31, 1)",1.984,-9.913879680374619,13.881879680374619,1.0052393738691356,0.9
"(9, 1)","(31, 0)",0.0,-inf,inf,0.0,0.9
"(9, 1)","(41, 1)",2.484,-9.413879680374619,14.381879680374619,1.258575909622446,0.9
"(9, 1)","(41, 0)",0.0,-inf,inf,0.0,0.9
"(9, 1)","(27, 1)",0.0,-inf,inf,0.0,0.9
"(9, 1)","(27, 0)",1.8840000000000003,-10.013879680374618,13.781879680374619,0.9545720667184737,0.9
"(9, 1)","(44, 1)",4.834,-7.063879680374619,16.731879680374618,2.4492576276630045,0.9
"(9, 1)","(44, 0)",0.0,-inf,inf,0.0,0.9
"(9, 1)","(40, 1)",4.316,-7.581879680374619,16.213879680374617,2.186800976622575,0.9
"(9, 1)","(40, 0)",0.0,-inf,inf,0.0,0.9
"(9, 1)","(39, 1)",0.0,-inf,inf,0.0,0.9
"(9, 1)","(39, 0)",4.4159999999999995,-7.481879680374619,16.31387968037462,2.237468283773237,0.9
"(9, 1)","(43, 1)",0.0,-inf,inf,0.0,0.9
"(9, 1)","(43, 0)",3.684,-8.213879680374617,15.58187968037462,1.866583595430391,0.9
"(9, 0)","(1, 1)",0.877705426356588,-4.072822235739729,5.8282330884529046,1.068795674928596,0.9
