,group1,group2,Diff,Lower,Upper,q-value,p-value,df_num,dv_num,iv,ds_name,dv_name
1597,42.0,50.0,8.577692307692306,0.26854503713237143,16.886839578252243,5.982482888142023,0.030793956459943206,1,1,breed_n,df,wt_kg
1598,42.0,60.0,7.4776923076923065,-0.8314549628676282,15.786839578252241,5.215291557315811,0.18516983967551714,1,1,breed_n,df,wt_kg
1599,42.0,32.0,8.677692307692308,0.36854503713237285,16.986839578252244,6.052227554580771,0.025415629926230587,1,1,breed_n,df,wt_kg
1600,56.0,2.0,5.210000000000001,-3.561113638676659,13.98111363867666,3.4423136858782484,0.9,1,1,breed_n,df,wt_kg
1601,56.0,26.0,2.1100000000000003,-3.737409092451106,7.9574090924511065,2.091156010711066,0.9,1,1,breed_n,df,wt_kg
1602,56.0,51.0,2.1099999999999994,-4.589048696382558,8.809048696382558,1.825310611246732,0.9,1,1,breed_n,df,wt_kg
1603,56.0,3.0,5.91,-0.7890486963825571,12.609048696382558,5.112599863729,0.22636384644399032,1,1,breed_n,df,wt_kg
1604,56.0,54.0,1.0099999999999998,-7.76111363867666,9.78111363867666,0.6673199275886813,0.9,1,1,breed_n,df,wt_kg
1605,56.0,25.0,6.710000000000001,0.8625909075488947,12.557409092451106,6.650074327901068,0.004337319351593871,1,1,breed_n,df,wt_kg
1606,56.0,24.0,5.18,-3.59111363867666,13.95111363867666,3.422492301890465,0.9,1,1,breed_n,df,wt_kg
1607,56.0,63.0,2.59,-6.18111363867666,11.36111363867666,1.7112461509452326,0.9,1,1,breed_n,df,wt_kg
1608,56.0,30.0,1.1100000000000003,-3.9540048203827682,6.174004820382769,1.270270833297353,0.9,1,1,breed_n,df,wt_kg
1609,56.0,13.0,0.9899999999999998,-7.7811136386766595,9.76111363867666,0.6541056715968262,0.9,1,1,breed_n,df,wt_kg
1610,56.0,29.0,0.11000000000000032,-8.66111363867666,8.88111363867666,0.07267840795520314,0.9,1,1,breed_n,df,wt_kg
1611,56.0,36.0,2.41,-6.36111363867666,11.18111363867666,1.592317847018537,0.9,1,1,breed_n,df,wt_kg
1612,56.0,57.0,1.5600000000000005,-7.211113638676659,10.33111363867666,1.0307119673646965,0.9,1,1,breed_n,df,wt_kg
1613,56.0,8.0,1.64,-7.13111363867666,10.41111363867666,1.0835689913321163,0.9,1,1,breed_n,df,wt_kg
1614,56.0,41.0,2.493333333333333,-3.354075759117773,8.34074242578444,2.4710658704768993,0.9,1,1,breed_n,df,wt_kg
1615,56.0,4.0,0.8700000000000001,-7.90111363867666,9.64111363867666,0.574820135645696,0.9,1,1,breed_n,df,wt_kg
1616,56.0,23.0,2.8599999999999994,-3.839048696382558,9.559048696382558,2.474117700552443,0.9,1,1,breed_n,df,wt_kg
1617,56.0,37.0,0.6100000000000003,-8.16111363867666,9.38111363867666,0.40303480775158007,0.9,1,1,breed_n,df,wt_kg
1618,56.0,50.0,8.11,-0.6611136386766603,16.88111363867666,5.358380804697234,0.13759467734074216,1,1,breed_n,df,wt_kg
1619,56.0,60.0,7.01,-1.76111363867666,15.78111363867666,4.631596725145204,0.48624212448404325,1,1,breed_n,df,wt_kg
1620,56.0,32.0,8.21,-0.5611136386766589,16.98111363867666,5.42445208465651,0.12130356224557992,1,1,breed_n,df,wt_kg
1621,2.0,26.0,3.1000000000000005,-6.145565571461796,12.345565571461798,1.9431023131237104,0.9,1,1,breed_n,df,wt_kg
1622,2.0,51.0,3.1000000000000014,-6.7064031672282685,12.906403167228271,1.8319744295320564,0.9,1,1,breed_n,df,wt_kg
1623,2.0,3.0,0.6999999999999993,-9.10640316722827,10.50640316722827,0.41367164537820567,0.9,1,1,breed_n,df,wt_kg
1624,2.0,54.0,4.200000000000001,-7.123459016762482,15.523459016762484,2.1495009223370043,0.9,1,1,breed_n,df,wt_kg
1625,2.0,25.0,1.5,-7.745565571461796,10.745565571461796,0.9402107966727629,0.9,1,1,breed_n,df,wt_kg
1626,2.0,24.0,0.030000000000001137,-11.293459016762482,11.353459016762484,0.015353578016693466,0.9,1,1,breed_n,df,wt_kg
1627,2.0,63.0,7.800000000000001,-3.523459016762482,19.12345901676248,3.99193028434015,0.8051226957318408,1,1,breed_n,df,wt_kg
1628,2.0,30.0,4.1000000000000005,-4.671113638676659,12.871113638676661,2.708922478330291,0.9,1,1,breed_n,df,wt_kg
1629,2.0,13.0,6.200000000000001,-5.123459016762482,17.523459016762484,3.17307279011653,0.9,1,1,breed_n,df,wt_kg
1630,2.0,29.0,5.1000000000000005,-6.223459016762482,16.423459016762482,2.6101082628377905,0.9,1,1,breed_n,df,wt_kg
1631,2.0,36.0,2.8000000000000007,-8.523459016762482,14.123459016762483,1.4330006148913361,0.9,1,1,breed_n,df,wt_kg
1632,2.0,57.0,3.6500000000000004,-7.673459016762482,14.973459016762483,1.8680186586976344,0.9,1,1,breed_n,df,wt_kg
1633,2.0,8.0,6.8500000000000005,-4.473459016762482,18.173459016762482,3.5057336471448752,0.9,1,1,breed_n,df,wt_kg
1634,2.0,41.0,2.7166666666666677,-6.5288989047951285,11.962232238128465,1.7028262206406712,0.9,1,1,breed_n,df,wt_kg
1635,2.0,4.0,4.340000000000001,-6.983459016762482,15.663459016762484,2.2211509530815707,0.9,1,1,breed_n,df,wt_kg
1636,2.0,23.0,2.3500000000000014,-7.4564031672282685,12.156403167228271,1.3887548094839783,0.9,1,1,breed_n,df,wt_kg
1637,2.0,37.0,4.6000000000000005,-6.723459016762482,15.923459016762482,2.3542152958929092,0.9,1,1,breed_n,df,wt_kg
1638,2.0,50.0,2.8999999999999986,-8.423459016762484,14.223459016762481,1.4841792082803114,0.9,1,1,breed_n,df,wt_kg
1639,2.0,60.0,1.799999999999999,-9.523459016762484,13.123459016762482,0.9212146810015724,0.9,1,1,breed_n,df,wt_kg
1640,2.0,32.0,3.0,-8.323459016762483,14.323459016762483,1.5353578016692884,0.9,1,1,breed_n,df,wt_kg
1641,26.0,51.0,8.881784197001252e-16,-7.309261365563883,7.309261365563885,7.041970202615251e-16,0.9,1,1,breed_n,df,wt_kg
1642,26.0,3.0,3.8,-3.5092613655638845,11.109261365563885,3.012850366142957,0.9,1,1,breed_n,df,wt_kg
1643,26.0,54.0,1.1000000000000005,-8.145565571461795,10.345565571461798,0.6894879175600265,0.9,1,1,breed_n,df,wt_kg
1644,26.0,25.0,4.6000000000000005,-1.9376021114855133,11.137602111485513,4.077620504442317,0.7624243561621439,1,1,breed_n,df,wt_kg
1645,26.0,24.0,3.0699999999999994,-6.175565571461797,12.315565571461796,1.9242980971902544,0.9,1,1,breed_n,df,wt_kg
1646,26.0,63.0,4.7,-4.545565571461796,13.945565571461795,2.945993829574657,0.9,1,1,breed_n,df,wt_kg
1647,26.0,30.0,1.0,-4.847409092451106,6.847409092451106,0.9910691993891307,0.9,1,1,breed_n,df,wt_kg
1648,26.0,13.0,3.1,-6.1455655714617965,12.345565571461796,1.94310231312371,0.9,1,1,breed_n,df,wt_kg
1649,26.0,29.0,2.0,-7.245565571461796,11.245565571461796,1.2536143955636838,0.9,1,1,breed_n,df,wt_kg
1650,26.0,36.0,0.2999999999999998,-8.945565571461795,9.545565571461797,0.18804215933455246,0.9,1,1,breed_n,df,wt_kg
1651,26.0,57.0,0.5499999999999998,-8.695565571461795,9.795565571461797,0.34474395878001296,0.9,1,1,breed_n,df,wt_kg
1652,26.0,8.0,3.75,-5.495565571461796,12.995565571461796,2.350526991681907,0.9,1,1,breed_n,df,wt_kg
1653,26.0,41.0,0.38333333333333286,-6.154268778152181,6.920935444818847,0.33980170870352594,0.9,1,1,breed_n,df,wt_kg
1654,26.0,4.0,1.2400000000000002,-8.005565571461796,10.485565571461796,0.7772409252494841,0.9,1,1,breed_n,df,wt_kg
1655,26.0,23.0,0.7499999999999991,-6.559261365563885,8.059261365563884,0.5946415196334777,0.9,1,1,breed_n,df,wt_kg
1656,26.0,37.0,1.5,-7.745565571461796,10.745565571461796,0.9402107966727629,0.9,1,1,breed_n,df,wt_kg
1657,26.0,50.0,5.999999999999999,-3.245565571461797,15.245565571461796,3.760843186691051,0.9,1,1,breed_n,df,wt_kg
1658,26.0,60.0,4.8999999999999995,-4.345565571461797,14.145565571461795,3.071355269131025,0.9,1,1,breed_n,df,wt_kg
1659,26.0,32.0,6.1000000000000005,-3.1455655714617956,15.345565571461798,3.823523906469236,0.889034608613756,1,1,breed_n,df,wt_kg
1660,51.0,3.0,3.8000000000000007,-4.206894657240706,11.806894657240708,2.7503435132069955,0.9,1,1,breed_n,df,wt_kg
1661,51.0,54.0,1.0999999999999996,-8.70640316722827,10.90640316722827,0.6500554427371807,0.9,1,1,breed_n,df,wt_kg
1662,51.0,25.0,4.600000000000001,-2.709261365563883,11.909261365563886,3.6471346537520017,0.9,1,1,breed_n,df,wt_kg
1663,51.0,24.0,3.0700000000000003,-6.73640316722827,12.87640316722827,1.8142456447301325,0.9,1,1,breed_n,df,wt_kg
1664,51.0,63.0,4.699999999999999,-5.106403167228271,14.50640316722827,2.7775096189679545,0.9,1,1,breed_n,df,wt_kg
1665,51.0,30.0,0.9999999999999991,-5.699048696382558,7.699048696382556,0.8650761190742801,0.9,1,1,breed_n,df,wt_kg
1666,51.0,13.0,3.099999999999999,-6.70640316722827,12.90640316722827,1.831974429532055,0.9,1,1,breed_n,df,wt_kg
1667,51.0,29.0,1.9999999999999991,-7.806403167228271,11.806403167228268,1.1819189867948738,0.9,1,1,breed_n,df,wt_kg
1668,51.0,36.0,0.3000000000000007,-9.50640316722827,10.10640316722827,0.1772878480192316,0.9,1,1,breed_n,df,wt_kg
1669,51.0,57.0,0.5499999999999989,-9.256403167228271,10.356403167228269,0.3250277213685899,0.9,1,1,breed_n,df,wt_kg
1670,51.0,8.0,3.749999999999999,-6.056403167228271,13.556403167228268,2.216098100240389,0.9,1,1,breed_n,df,wt_kg
1671,51.0,41.0,0.38333333333333375,-6.9259280322305505,7.692594698897218,0.30392788781266705,0.9,1,1,breed_n,df,wt_kg
1672,51.0,4.0,1.2399999999999993,-8.56640316722827,11.04640316722827,0.7327897718128218,0.9,1,1,breed_n,df,wt_kg
1673,51.0,23.0,0.75,-7.256894657240707,8.756894657240707,0.5428309565540121,0.9,1,1,breed_n,df,wt_kg
1674,51.0,37.0,1.4999999999999991,-8.306403167228272,11.306403167228268,0.8864392400961554,0.9,1,1,breed_n,df,wt_kg
1675,51.0,50.0,6.0,-3.80640316722827,15.80640316722827,3.5457569603846233,0.9,1,1,breed_n,df,wt_kg
1676,51.0,60.0,4.9,-4.9064031672282695,14.70640316722827,2.8957015176474425,0.9,1,1,breed_n,df,wt_kg
1677,51.0,32.0,6.100000000000001,-3.7064031672282685,15.906403167228271,3.604852909724368,0.9,1,1,breed_n,df,wt_kg
1678,3.0,54.0,4.9,-4.9064031672282695,14.70640316722827,2.8957015176474425,0.9,1,1,breed_n,df,wt_kg
1679,3.0,25.0,0.8000000000000007,-6.509261365563884,8.109261365563885,0.6342842876090442,0.9,1,1,breed_n,df,wt_kg
1680,3.0,24.0,0.7300000000000004,-9.07640316722827,10.53640316722827,0.4314004301801294,0.9,1,1,breed_n,df,wt_kg
1681,3.0,63.0,8.5,-1.3064031672282699,18.306403167228268,5.023155693878216,0.2660346724709173,1,1,breed_n,df,wt_kg
1682,3.0,30.0,4.8,-1.8990486963825575,11.499048696382557,4.152365371556548,0.7251815005519212,1,1,breed_n,df,wt_kg
1683,3.0,13.0,6.9,-2.9064031672282695,16.70640316722827,4.077620504442317,0.7624243561621439,1,1,breed_n,df,wt_kg
1684,3.0,29.0,5.8,-4.00640316722827,15.606403167228269,3.4275650617051356,0.9,1,1,breed_n,df,wt_kg
1685,3.0,36.0,3.5,-6.30640316722827,13.30640316722827,2.0683582268910303,0.9,1,1,breed_n,df,wt_kg
1686,3.0,57.0,4.35,-5.45640316722827,14.15640316722827,2.570673796278852,0.9,1,1,breed_n,df,wt_kg
1687,3.0,8.0,7.55,-2.25640316722827,17.35640316722827,4.461744175150651,0.5710289100236873,1,1,breed_n,df,wt_kg
1688,3.0,41.0,3.416666666666667,-3.8925946988972173,10.725928032230552,2.7089224783302908,0.9,1,1,breed_n,df,wt_kg
1689,3.0,4.0,5.04,-4.76640316722827,14.84640316722827,2.978435846723084,0.9,1,1,breed_n,df,wt_kg
1690,3.0,23.0,3.0500000000000007,-4.956894657240706,11.056894657240708,2.207512556652983,0.9,1,1,breed_n,df,wt_kg
1691,3.0,37.0,5.3,-4.50640316722827,15.106403167228269,3.1320853150064174,0.9,1,1,breed_n,df,wt_kg
1692,3.0,50.0,2.1999999999999993,-7.606403167228271,12.00640316722827,1.3001108854743615,0.9,1,1,breed_n,df,wt_kg
1693,3.0,60.0,1.0999999999999996,-8.70640316722827,10.90640316722827,0.6500554427371807,0.9,1,1,breed_n,df,wt_kg
1694,3.0,32.0,2.3000000000000007,-7.506403167228269,12.10640316722827,1.359206834814106,0.9,1,1,breed_n,df,wt_kg
1695,54.0,25.0,5.700000000000001,-3.545565571461795,14.945565571461797,3.5728010273565,0.9,1,1,breed_n,df,wt_kg
1696,54.0,24.0,4.17,-7.153459016762483,15.493459016762483,2.134147344320311,0.9,1,1,breed_n,df,wt_kg
1697,54.0,63.0,3.5999999999999996,-7.723459016762483,14.923459016762482,1.8424293620031458,0.9,1,1,breed_n,df,wt_kg
1698,54.0,30.0,0.10000000000000053,-8.671113638676658,8.871113638676661,0.06607127995927574,0.9,1,1,breed_n,df,wt_kg
1699,54.0,13.0,1.9999999999999996,-9.323459016762483,13.323459016762483,1.0235718677795254,0.9,1,1,breed_n,df,wt_kg
1700,54.0,29.0,0.8999999999999995,-10.423459016762482,12.223459016762483,0.4606073405007862,0.9,1,1,breed_n,df,wt_kg
1701,54.0,36.0,1.4000000000000004,-9.923459016762482,12.723459016762483,0.7165003074456681,0.9,1,1,breed_n,df,wt_kg
1702,54.0,57.0,0.5500000000000007,-10.773459016762482,11.873459016762483,0.2814822636393699,0.9,1,1,breed_n,df,wt_kg
1703,54.0,8.0,2.6499999999999995,-8.673459016762482,13.973459016762483,1.3562327248078712,0.9,1,1,breed_n,df,wt_kg
1704,54.0,41.0,1.4833333333333334,-7.762232238128463,10.72889890479513,0.9297640100430655,0.9,1,1,breed_n,df,wt_kg
1705,54.0,4.0,0.13999999999999968,-11.183459016762484,11.463459016762481,0.07165003074456662,0.9,1,1,breed_n,df,wt_kg
1706,54.0,23.0,1.8499999999999996,-7.95640316722827,11.65640316722827,1.0932750627852588,0.9,1,1,breed_n,df,wt_kg
1707,54.0,37.0,0.39999999999999947,-10.923459016762482,11.723459016762483,0.20471437355590485,0.9,1,1,breed_n,df,wt_kg
1708,54.0,50.0,7.1,-4.223459016762483,18.423459016762482,3.6336801306173157,0.9,1,1,breed_n,df,wt_kg
1709,54.0,60.0,6.0,-5.323459016762483,17.323459016762484,3.0707156033385767,0.9,1,1,breed_n,df,wt_kg
1710,54.0,32.0,7.200000000000001,-4.123459016762482,18.523459016762484,3.6848587240062924,0.9,1,1,breed_n,df,wt_kg
1711,25.0,24.0,1.5300000000000011,-7.715565571461795,10.775565571461797,0.9590150126062189,0.9,1,1,breed_n,df,wt_kg
1712,25.0,63.0,9.3,0.05443442853820457,18.545565571461797,5.82930693937113,0.04598450740519311,1,1,breed_n,df,wt_kg
1713,25.0,30.0,5.6000000000000005,-0.24740909245110565,11.447409092451107,5.549987516579133,0.08985858229765198,1,1,breed_n,df,wt_kg
1714,25.0,13.0,7.700000000000001,-1.545565571461795,16.9455655714618,4.826415422920183,0.3713043451862761,1,1,breed_n,df,wt_kg
1715,25.0,29.0,6.6000000000000005,-2.6455655714617956,15.845565571461798,4.136927505360157,0.732874017194405,1,1,breed_n,df,wt_kg
1716,25.0,36.0,4.300000000000001,-4.945565571461795,13.545565571461797,2.6952709504619206,0.9,1,1,breed_n,df,wt_kg
1717,25.0,57.0,5.15,-4.095565571461796,14.395565571461796,3.228057068576486,0.9,1,1,breed_n,df,wt_kg
1718,25.0,8.0,8.350000000000001,-0.8955655714617947,17.595565571461798,5.233840101478381,0.17837051795409586,1,1,breed_n,df,wt_kg
1719,25.0,41.0,4.216666666666668,-2.320935444818846,10.75426877815218,3.7378187957387907,0.9,1,1,breed_n,df,wt_kg
1720,25.0,4.0,5.840000000000001,-3.4055655714617954,15.085565571461796,3.660554035045957,0.9,1,1,breed_n,df,wt_kg
1721,25.0,23.0,3.8500000000000014,-3.459261365563883,11.159261365563886,3.0524931341185235,0.9,1,1,breed_n,df,wt_kg
1722,25.0,37.0,6.1000000000000005,-3.1455655714617956,15.345565571461798,3.823523906469236,0.889034608613756,1,1,breed_n,df,wt_kg
1723,25.0,50.0,1.3999999999999986,-7.845565571461798,10.645565571461795,0.8775300768945778,0.9,1,1,breed_n,df,wt_kg
1724,25.0,60.0,0.29999999999999893,-8.945565571461797,9.545565571461795,0.1880421593345519,0.9,1,1,breed_n,df,wt_kg
1725,25.0,32.0,1.5,-7.745565571461796,10.745565571461796,0.9402107966727629,0.9,1,1,breed_n,df,wt_kg
1726,24.0,63.0,7.77,-3.553459016762483,19.09345901676248,3.9765767063234567,0.8127723913107716,1,1,breed_n,df,wt_kg
1727,24.0,30.0,4.069999999999999,-4.70111363867666,12.84111363867666,2.689101094342508,0.9,1,1,breed_n,df,wt_kg
1728,24.0,13.0,6.17,-5.153459016762483,17.493459016762483,3.1577192120998365,0.9,1,1,breed_n,df,wt_kg
1729,24.0,29.0,5.069999999999999,-6.253459016762483,16.39345901676248,2.594754684821097,0.9,1,1,breed_n,df,wt_kg
1730,24.0,36.0,2.7699999999999996,-8.553459016762483,14.093459016762482,1.4176470368746428,0.9,1,1,breed_n,df,wt_kg
1731,24.0,57.0,3.619999999999999,-7.7034590167624835,14.943459016762482,1.8526650806809408,0.9,1,1,breed_n,df,wt_kg
1732,24.0,8.0,6.819999999999999,-4.503459016762483,18.14345901676248,3.490380069128182,0.9,1,1,breed_n,df,wt_kg
1733,24.0,41.0,2.6866666666666665,-6.55889890479513,11.932232238128464,1.6840220047072152,0.9,1,1,breed_n,df,wt_kg
1734,24.0,4.0,4.31,-7.013459016762483,15.633459016762483,2.2057973750648774,0.9,1,1,breed_n,df,wt_kg
1735,24.0,23.0,2.3200000000000003,-7.48640316722827,12.12640316722827,1.3710260246820545,0.9,1,1,breed_n,df,wt_kg
1736,24.0,37.0,4.569999999999999,-6.753459016762483,15.893459016762481,2.3388617178762154,0.9,1,1,breed_n,df,wt_kg
1737,24.0,50.0,2.9299999999999997,-8.393459016762483,14.253459016762482,1.499532786297005,0.9,1,1,breed_n,df,wt_kg
1738,24.0,60.0,1.83,-9.493459016762483,13.153459016762483,0.9365682590182659,0.9,1,1,breed_n,df,wt_kg
1739,24.0,32.0,3.030000000000001,-8.293459016762482,14.353459016762484,1.5507113796859817,0.9,1,1,breed_n,df,wt_kg
1740,63.0,30.0,3.7,-5.0711136386766595,12.471113638676659,2.4446373584931895,0.9,1,1,breed_n,df,wt_kg
1741,63.0,13.0,1.6,-9.723459016762483,12.923459016762482,0.8188574942236205,0.9,1,1,breed_n,df,wt_kg
1742,63.0,29.0,2.7,-8.623459016762482,14.023459016762484,1.3818220215023596,0.9,1,1,breed_n,df,wt_kg
1743,63.0,36.0,5.0,-6.323459016762483,16.323459016762484,2.5589296694488137,0.9,1,1,breed_n,df,wt_kg
1744,63.0,57.0,4.15,-7.173459016762482,15.473459016762483,2.1239116256425157,0.9,1,1,breed_n,df,wt_kg
1745,63.0,8.0,0.95,-10.373459016762483,12.273459016762482,0.4861966371952746,0.9,1,1,breed_n,df,wt_kg
1746,63.0,41.0,5.083333333333333,-4.162232238128463,14.328898904795128,3.186269922057696,0.9,1,1,breed_n,df,wt_kg
1747,63.0,4.0,3.46,-7.863459016762483,14.783459016762482,1.7707793312585791,0.9,1,1,breed_n,df,wt_kg
1748,63.0,23.0,5.449999999999999,-4.356403167228271,15.25640316722827,3.2207292390160327,0.9,1,1,breed_n,df,wt_kg
1749,63.0,37.0,3.2,-8.123459016762482,14.523459016762484,1.637714988447241,0.9,1,1,breed_n,df,wt_kg
1750,63.0,50.0,10.7,-0.6234590167624834,22.02345901676248,5.476109492620462,0.10751644888536627,1,1,breed_n,df,wt_kg
1751,63.0,60.0,9.6,-1.723459016762483,20.923459016762482,4.913144965341723,0.32038403155854367,1,1,breed_n,df,wt_kg
1752,63.0,32.0,10.8,-0.523459016762482,22.12345901676248,5.527288086009438,0.09498451176052813,1,1,breed_n,df,wt_kg
1753,30.0,13.0,2.1,-6.67111363867666,10.87111363867666,1.3874968791447833,0.9,1,1,breed_n,df,wt_kg
1754,30.0,29.0,1.0,-7.77111363867666,9.77111363867666,0.6607127995927539,0.9,1,1,breed_n,df,wt_kg
1755,30.0,36.0,1.2999999999999998,-7.47111363867666,10.07111363867666,0.8589266394705799,0.9,1,1,breed_n,df,wt_kg
1756,30.0,57.0,0.4500000000000002,-8.32111363867666,9.221113638676659,0.2973207598167394,0.9,1,1,breed_n,df,wt_kg
1757,30.0,8.0,2.75,-6.02111363867666,11.52111363867666,1.8169601988800732,0.9,1,1,breed_n,df,wt_kg
1758,30.0,41.0,1.3833333333333329,-4.464075759117773,7.230742425784439,1.3709790591549638,0.9,1,1,breed_n,df,wt_kg
1759,30.0,4.0,0.2400000000000002,-8.53111363867666,9.01111363867666,0.15857107190226108,0.9,1,1,breed_n,df,wt_kg
1760,30.0,23.0,1.7499999999999991,-4.949048696382558,8.449048696382556,1.5138832083799907,0.9,1,1,breed_n,df,wt_kg
1761,30.0,37.0,0.5,-8.27111363867666,9.27111363867666,0.33035639979637693,0.9,1,1,breed_n,df,wt_kg
1762,30.0,50.0,6.999999999999999,-1.7711136386766606,15.77111363867666,4.624989597149277,0.4896354804918538,1,1,breed_n,df,wt_kg
1763,30.0,60.0,5.8999999999999995,-2.8711136386766603,14.671113638676658,3.8982055175972476,0.8518223210839498,1,1,breed_n,df,wt_kg
1764,30.0,32.0,7.1000000000000005,-1.6711136386766592,15.871113638676661,4.691060877108553,0.4538302889971243,1,1,breed_n,df,wt_kg
1765,13.0,29.0,1.1,-10.223459016762483,12.423459016762482,0.5629645272787391,0.9,1,1,breed_n,df,wt_kg
1766,13.0,36.0,3.4,-7.923459016762482,14.723459016762483,1.7400721752251935,0.9,1,1,breed_n,df,wt_kg
1767,13.0,57.0,2.5500000000000003,-8.773459016762482,13.873459016762483,1.3050541314188953,0.9,1,1,breed_n,df,wt_kg
1768,13.0,8.0,0.6500000000000001,-10.673459016762482,11.973459016762483,0.33266085702834586,0.9,1,1,breed_n,df,wt_kg
1769,13.0,41.0,3.483333333333333,-5.762232238128464,12.728898904795129,2.1833784056067493,0.9,1,1,breed_n,df,wt_kg
1770,13.0,4.0,1.8599999999999999,-9.463459016762483,13.183459016762482,0.9519218370349587,0.9,1,1,breed_n,df,wt_kg
1771,13.0,23.0,3.849999999999999,-5.95640316722827,13.65640316722827,2.275194049580133,0.9,1,1,breed_n,df,wt_kg
1772,13.0,37.0,1.6,-9.723459016762483,12.923459016762482,0.8188574942236205,0.9,1,1,breed_n,df,wt_kg
1773,13.0,50.0,9.1,-2.223459016762483,20.423459016762482,4.657251998396841,0.4726637798861546,1,1,breed_n,df,wt_kg
1774,13.0,60.0,8.0,-3.3234590167624827,19.323459016762484,4.094287471118102,0.7541217472648603,1,1,breed_n,df,wt_kg
1775,13.0,32.0,9.200000000000001,-2.1234590167624816,20.523459016762484,4.7084305917858185,0.4437707394204732,1,1,breed_n,df,wt_kg
1776,29.0,36.0,2.3,-9.023459016762484,13.623459016762482,1.1771076479464544,0.9,1,1,breed_n,df,wt_kg
1777,29.0,57.0,1.4500000000000002,-9.873459016762482,12.773459016762484,0.7420896041401561,0.9,1,1,breed_n,df,wt_kg
1778,29.0,8.0,1.7500000000000002,-9.573459016762483,13.073459016762483,0.8956253843070849,0.9,1,1,breed_n,df,wt_kg
1779,29.0,41.0,2.383333333333333,-6.862232238128463,11.628898904795129,1.493890488046723,0.9,1,1,breed_n,df,wt_kg
1780,29.0,4.0,0.7599999999999998,-10.563459016762483,12.083459016762482,0.3889573097562196,0.9,1,1,breed_n,df,wt_kg
1781,29.0,23.0,2.749999999999999,-7.056403167228271,12.556403167228268,1.6251386068429519,0.9,1,1,breed_n,df,wt_kg
1782,29.0,37.0,0.5,-10.823459016762483,11.823459016762483,0.2558929669448814,0.9,1,1,breed_n,df,wt_kg
1783,29.0,50.0,7.999999999999999,-3.3234590167624836,19.32345901676248,4.094287471118101,0.7541217472648613,1,1,breed_n,df,wt_kg
1784,29.0,60.0,6.8999999999999995,-4.423459016762483,18.223459016762483,3.531322943839363,0.9,1,1,breed_n,df,wt_kg
1785,29.0,32.0,8.100000000000001,-3.2234590167624813,19.423459016762486,4.1454660645070796,0.7286207297099849,1,1,breed_n,df,wt_kg
1786,36.0,57.0,0.8499999999999996,-10.473459016762483,12.173459016762482,0.43501804380629816,0.9,1,1,breed_n,df,wt_kg
1787,36.0,8.0,4.05,-7.273459016762483,15.373459016762482,2.0727330322535393,0.9,1,1,breed_n,df,wt_kg
1788,36.0,41.0,0.08333333333333304,-9.162232238128464,9.328898904795128,0.05223393314848664,0.9,1,1,breed_n,df,wt_kg
1789,36.0,4.0,1.54,-9.783459016762482,12.863459016762484,0.7881503381902347,0.9,1,1,breed_n,df,wt_kg
1790,36.0,23.0,0.4499999999999993,-9.35640316722827,10.25640316722827,0.2659317720288463,0.9,1,1,breed_n,df,wt_kg
1791,36.0,37.0,1.7999999999999998,-9.523459016762484,13.123459016762482,0.9212146810015729,0.9,1,1,breed_n,df,wt_kg
1792,36.0,50.0,5.699999999999999,-5.623459016762483,17.02345901676248,2.9171798231716477,0.9,1,1,breed_n,df,wt_kg
1793,36.0,60.0,4.6,-6.723459016762483,15.923459016762482,2.354215295892909,0.9,1,1,breed_n,df,wt_kg
1794,36.0,32.0,5.800000000000001,-5.523459016762482,17.12345901676248,2.9683584165606245,0.9,1,1,breed_n,df,wt_kg
1795,57.0,8.0,3.2,-8.123459016762482,14.523459016762484,1.637714988447241,0.9,1,1,breed_n,df,wt_kg
1796,57.0,41.0,0.9333333333333327,-8.312232238128463,10.17889890479513,0.585020051263052,0.9,1,1,breed_n,df,wt_kg
1797,57.0,4.0,0.6900000000000004,-10.633459016762483,12.013459016762482,0.3531322943839365,0.9,1,1,breed_n,df,wt_kg
1798,57.0,23.0,1.299999999999999,-8.506403167228271,11.106403167228269,0.7682473414166677,0.9,1,1,breed_n,df,wt_kg
1799,57.0,37.0,0.9500000000000002,-10.373459016762482,12.273459016762484,0.48619663719527473,0.9,1,1,breed_n,df,wt_kg
1800,57.0,50.0,6.549999999999999,-4.773459016762484,17.87345901676248,3.3521978669779458,0.9,1,1,breed_n,df,wt_kg
1801,57.0,60.0,5.449999999999999,-5.873459016762483,16.77345901676248,2.789233339699207,0.9,1,1,breed_n,df,wt_kg
1802,57.0,32.0,6.65,-4.673459016762482,17.973459016762483,3.4033764603669225,0.9,1,1,breed_n,df,wt_kg
1803,8.0,41.0,4.133333333333333,-5.112232238128463,13.378898904795129,2.5908030841649463,0.9,1,1,breed_n,df,wt_kg
1804,8.0,4.0,2.51,-8.813459016762483,13.833459016762482,1.2845826940633045,0.9,1,1,breed_n,df,wt_kg
1805,8.0,23.0,4.499999999999999,-5.306403167228271,14.306403167228268,2.6593177202884672,0.9,1,1,breed_n,df,wt_kg
1806,8.0,37.0,2.25,-9.073459016762483,13.573459016762483,1.1515183512519662,0.9,1,1,breed_n,df,wt_kg
1807,8.0,50.0,9.75,-1.5734590167624827,21.073459016762484,4.989912855425187,0.2822146928904814,1,1,breed_n,df,wt_kg
1808,8.0,60.0,8.65,-2.6734590167624823,19.973459016762483,4.426948328146448,0.58836842973671,1,1,breed_n,df,wt_kg
